
Project:     150917_paju_1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (HMS)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

        GPSTime       Date         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
          (HMS)      (MDY)       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 8:24:29.000000  9/17/2015   37 39 38.41317  126 43 00.58528       38.983        0.929        1.135     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:30.000000  9/17/2015   37 39 38.41321  126 43 00.58531       38.985        0.929        1.135     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:31.000000  9/17/2015   37 39 38.41312  126 43 00.58548       38.988        0.908        1.126     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:32.000000  9/17/2015   37 39 38.41301  126 43 00.58568       38.991        0.919        1.130     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:33.000000  9/17/2015   37 39 38.41304  126 43 00.58555       38.992        0.910        1.125     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:34.000000  9/17/2015   37 39 38.41308  126 43 00.58552       38.993        0.945        1.139     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:35.000000  9/17/2015   37 39 38.41312  126 43 00.58548       38.994        0.913        1.125     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:36.000000  9/17/2015   37 39 38.41315  126 43 00.58545       38.995        0.934        1.134     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:37.000000  9/17/2015   37 39 38.41068  126 43 00.58729       39.132        0.913        1.125     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:38.000000  9/17/2015   37 39 38.41066  126 43 00.58727       39.133        0.924        1.129     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:39.000000  9/17/2015   37 39 38.41062  126 43 00.58730       39.133        0.899        1.087     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:40.000000  9/17/2015   37 39 38.41052  126 43 00.58749       39.136        0.865        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:41.000000  9/17/2015   37 39 38.41052  126 43 00.58738       39.136        0.889        1.082     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:42.000000  9/17/2015   37 39 38.41040  126 43 00.58754       39.139        0.891        1.082     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:43.000000  9/17/2015   37 39 38.41036  126 43 00.58750       39.141        0.868        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:44.000000  9/17/2015   37 39 38.41037  126 43 00.58751       39.142        0.871        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:45.000000  9/17/2015   37 39 38.41031  126 43 00.58749       39.143        0.871        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:46.000000  9/17/2015   37 39 38.41027  126 43 00.58748       39.143        0.872        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:47.000000  9/17/2015   37 39 38.41022  126 43 00.58746       39.144        0.872        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:48.000000  9/17/2015   37 39 38.41006  126 43 00.58761       39.147        0.872        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:49.000000  9/17/2015   37 39 38.40999  126 43 00.58751       39.147        0.873        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:50.000000  9/17/2015   37 39 38.40997  126 43 00.58749       39.147        0.875        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:51.000000  9/17/2015   37 39 38.40996  126 43 00.58752       39.149        0.875        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:52.000000  9/17/2015   37 39 38.40982  126 43 00.58762       39.152        0.876        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:53.000000  9/17/2015   37 39 38.40980  126 43 00.58761       39.152        0.876        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:54.000000  9/17/2015   37 39 38.40975  126 43 00.58754       39.154        0.879        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:55.000000  9/17/2015   37 39 38.40970  126 43 00.58753       39.154        0.879        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:56.000000  9/17/2015   37 39 38.40966  126 43 00.58751       39.154        0.879        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:57.000000  9/17/2015   37 39 38.40960  126 43 00.58760       39.154        0.879        1.073     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:58.000000  9/17/2015   37 39 38.40957  126 43 00.58764       39.155        0.880        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:24:59.000000  9/17/2015   37 39 38.40954  126 43 00.58762       39.156        0.880        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:00.000000  9/17/2015   37 39 38.40949  126 43 00.58763       39.157        0.881        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:01.000000  9/17/2015   37 39 38.40946  126 43 00.58762       39.158        0.881        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:02.000000  9/17/2015   37 39 38.40935  126 43 00.58754       39.161        0.881        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:03.000000  9/17/2015   37 39 38.40931  126 43 00.58758       39.161        0.882        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:04.000000  9/17/2015   37 39 38.40926  126 43 00.58759       39.163        0.884        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:05.000000  9/17/2015   37 39 38.40914  126 43 00.58761       39.164        0.884        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:06.000000  9/17/2015   37 39 38.40901  126 43 00.58752       39.167        0.885        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:07.000000  9/17/2015   37 39 38.40748  126 43 00.58917       39.253        0.885        1.071     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:08.000000  9/17/2015   37 39 38.40745  126 43 00.58920       39.255        0.887        1.072     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:09.000000  9/17/2015   37 39 38.40753  126 43 00.58934       39.257        0.841        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:10.000000  9/17/2015   37 39 38.40754  126 43 00.58937       39.258        0.842        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:11.000000  9/17/2015   37 39 38.40752  126 43 00.58940       39.260        0.842        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:12.000000  9/17/2015   37 39 38.40748  126 43 00.58946       39.262        0.843        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:13.000000  9/17/2015   37 39 38.40745  126 43 00.58943       39.263        0.843        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:14.000000  9/17/2015   37 39 38.40736  126 43 00.58945       39.263        0.846        1.025     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:15.000000  9/17/2015   37 39 38.40733  126 43 00.58940       39.264        0.846        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:16.000000  9/17/2015   37 39 38.40731  126 43 00.58940       39.266        0.847        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:17.000000  9/17/2015   37 39 38.40729  126 43 00.58938       39.267        0.847        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:18.000000  9/17/2015   37 39 38.40732  126 43 00.58937       39.268        0.848        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:19.000000  9/17/2015   37 39 38.40731  126 43 00.58940       39.267        0.848        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:20.000000  9/17/2015   37 39 38.40735  126 43 00.58945       39.268        0.849        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:21.000000  9/17/2015   37 39 38.40736  126 43 00.58951       39.269        0.849        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:22.000000  9/17/2015   37 39 38.40746  126 43 00.58956       39.270        0.850        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:23.000000  9/17/2015   37 39 38.40740  126 43 00.58953       39.270        0.850        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:24.000000  9/17/2015   37 39 38.40738  126 43 00.58955       39.270        0.852        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:25.000000  9/17/2015   37 39 38.40739  126 43 00.58959       39.270        0.853        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:26.000000  9/17/2015   37 39 38.40741  126 43 00.58961       39.271        0.853        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:27.000000  9/17/2015   37 39 38.40742  126 43 00.58964       39.272        0.854        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:28.000000  9/17/2015   37 39 38.40743  126 43 00.58967       39.272        0.854        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:29.000000  9/17/2015   37 39 38.40745  126 43 00.58968       39.273        0.855        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:30.000000  9/17/2015   37 39 38.40747  126 43 00.58968       39.273        0.855        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:31.000000  9/17/2015   37 39 38.40750  126 43 00.58971       39.274        0.856        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:32.000000  9/17/2015   37 39 38.40788  126 43 00.58979       39.275        0.856        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:33.000000  9/17/2015   37 39 38.40782  126 43 00.58982       39.275        0.857        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:34.000000  9/17/2015   37 39 38.40776  126 43 00.58985       39.275        0.859        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:35.000000  9/17/2015   37 39 38.40777  126 43 00.58989       39.276        0.859        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:36.000000  9/17/2015   37 39 38.40778  126 43 00.58999       39.276        0.860        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:37.000000  9/17/2015   37 39 38.40691  126 43 00.59158       39.324        0.860        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:38.000000  9/17/2015   37 39 38.40690  126 43 00.59156       39.325        0.861        1.024     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:39.000000  9/17/2015   37 39 38.40691  126 43 00.59157       39.325        0.819        0.981     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:40.000000  9/17/2015   37 39 38.40689  126 43 00.59156       39.325        0.820        0.981     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:41.000000  9/17/2015   37 39 38.40693  126 43 00.59161       39.325        0.820        0.981     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:42.000000  9/17/2015   37 39 38.40709  126 43 00.59155       39.325        0.821        0.981     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:43.000000  9/17/2015   37 39 38.40704  126 43 00.59154       39.326        0.822        0.981     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:44.000000  9/17/2015   37 39 38.40692  126 43 00.59150       39.325        0.824        0.982     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:45.000000  9/17/2015   37 39 38.40690  126 43 00.59156       39.325        0.824        0.982     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:46.000000  9/17/2015   37 39 38.40705  126 43 00.59139       39.325        0.825        0.982     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:47.000000  9/17/2015   37 39 38.40722  126 43 00.59119       39.325        0.826        0.982     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:48.000000  9/17/2015   37 39 38.40716  126 43 00.59141       39.325        0.828        0.983     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:49.000000  9/17/2015   37 39 38.40738  126 43 00.59120       39.325        0.831        0.983     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:50.000000  9/17/2015   37 39 38.40719  126 43 00.59144       39.325        0.831        0.983     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:51.000000  9/17/2015   37 39 38.40695  126 43 00.59142       39.326        0.835        0.984     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:52.000000  9/17/2015   37 39 38.40712  126 43 00.59120       39.326        0.835        0.984     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:53.000000  9/17/2015   37 39 38.40698  126 43 00.59143       39.327        0.835        0.984     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:54.000000  9/17/2015   37 39 38.40683  126 43 00.59156       39.327        0.838        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:55.000000  9/17/2015   37 39 38.40667  126 43 00.59164       39.328        0.838        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:56.000000  9/17/2015   37 39 38.40658  126 43 00.59172       39.328        0.838        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:57.000000  9/17/2015   37 39 38.40651  126 43 00.59177       39.330        0.838        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:58.000000  9/17/2015   37 39 38.40643  126 43 00.59183       39.329        0.839        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:25:59.000000  9/17/2015   37 39 38.40635  126 43 00.59190       39.330        0.839        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:00.000000  9/17/2015   37 39 38.40629  126 43 00.59193       39.332        0.839        0.984     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:01.000000  9/17/2015   37 39 38.40630  126 43 00.59202       39.333        0.840        0.984     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:02.000000  9/17/2015   37 39 38.40637  126 43 00.59168       39.334        0.840        0.984     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:03.000000  9/17/2015   37 39 38.40635  126 43 00.59185       39.333        0.841        0.984     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:04.000000  9/17/2015   37 39 38.40629  126 43 00.59193       39.334        0.843        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:05.000000  9/17/2015   37 39 38.40631  126 43 00.59200       39.333        0.844        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:06.000000  9/17/2015   37 39 38.40634  126 43 00.59212       39.331        0.844        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:07.000000  9/17/2015   37 39 38.40580  126 43 00.59277       39.335        0.845        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:08.000000  9/17/2015   37 39 38.40596  126 43 00.59255       39.336        0.845        0.985     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:09.000000  9/17/2015   37 39 38.40614  126 43 00.59233       39.337        0.817        0.952     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:10.000000  9/17/2015   37 39 38.40599  126 43 00.59243       39.338        0.807        0.947     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:11.000000  9/17/2015   37 39 38.40589  126 43 00.59249       39.339        0.810        0.948     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:12.000000  9/17/2015   37 39 38.40605  126 43 00.59236       39.340        0.810        0.948     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:13.000000  9/17/2015   37 39 38.40623  126 43 00.59222       39.341        0.811        0.948     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:14.000000  9/17/2015   37 39 38.40607  126 43 00.59234       39.341        0.814        0.949     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:15.000000  9/17/2015   37 39 38.40595  126 43 00.59226       39.342        0.817        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:16.000000  9/17/2015   37 39 38.40583  126 43 00.59230       39.343        0.817        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:17.000000  9/17/2015   37 39 38.40579  126 43 00.59235       39.343        0.817        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:18.000000  9/17/2015   37 39 38.40577  126 43 00.59242       39.344        0.818        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:19.000000  9/17/2015   37 39 38.40575  126 43 00.59247       39.345        0.818        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:20.000000  9/17/2015   37 39 38.40564  126 43 00.59240       39.347        0.818        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:21.000000  9/17/2015   37 39 38.40565  126 43 00.59246       39.346        0.819        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:22.000000  9/17/2015   37 39 38.40581  126 43 00.59233       39.348        0.819        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:23.000000  9/17/2015   37 39 38.40575  126 43 00.59249       39.348        0.820        0.950     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:24.000000  9/17/2015   37 39 38.40576  126 43 00.59255       39.348        0.822        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:25.000000  9/17/2015   37 39 38.40575  126 43 00.59263       39.346        0.823        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:26.000000  9/17/2015   37 39 38.40572  126 43 00.59259       39.345        0.823        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:27.000000  9/17/2015   37 39 38.40569  126 43 00.59258       39.346        0.824        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:28.000000  9/17/2015   37 39 38.40569  126 43 00.59264       39.346        0.824        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:29.000000  9/17/2015   37 39 38.40566  126 43 00.59262       39.346        0.825        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:30.000000  9/17/2015   37 39 38.40564  126 43 00.59267       39.346        0.826        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:31.000000  9/17/2015   37 39 38.40566  126 43 00.59268       39.345        0.826        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:32.000000  9/17/2015   37 39 38.40565  126 43 00.59256       39.345        0.827        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:33.000000  9/17/2015   37 39 38.40569  126 43 00.59260       39.344        0.827        0.951     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:34.000000  9/17/2015   37 39 38.40574  126 43 00.59265       39.343        0.829        0.952     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:35.000000  9/17/2015   37 39 38.40578  126 43 00.59270       39.342        0.830        0.952     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:36.000000  9/17/2015   37 39 38.40582  126 43 00.59274       39.342        0.831        0.952     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:37.000000  9/17/2015   37 39 38.40586  126 43 00.59376       39.313        0.831        0.952     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:38.000000  9/17/2015   37 39 38.40587  126 43 00.59375       39.312        0.832        0.952     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:39.000000  9/17/2015   37 39 38.40591  126 43 00.59378       39.311        0.792        0.916     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:40.000000  9/17/2015   37 39 38.40594  126 43 00.59379       39.310        0.793        0.916     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:41.000000  9/17/2015   37 39 38.40595  126 43 00.59380       39.309        0.793        0.916     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:42.000000  9/17/2015   37 39 38.40610  126 43 00.59379       39.308        0.794        0.916     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:43.000000  9/17/2015   37 39 38.40607  126 43 00.59381       39.307        0.795        0.916     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:44.000000  9/17/2015   37 39 38.40622  126 43 00.59383       39.306        0.797        0.917     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:45.000000  9/17/2015   37 39 38.40615  126 43 00.59382       39.305        0.798        0.917     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:46.000000  9/17/2015   37 39 38.40614  126 43 00.59382       39.305        0.800        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:47.000000  9/17/2015   37 39 38.40607  126 43 00.59382       39.306        0.801        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:48.000000  9/17/2015   37 39 38.40601  126 43 00.59382       39.307        0.801        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:49.000000  9/17/2015   37 39 38.40594  126 43 00.59378       39.307        0.802        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:50.000000  9/17/2015   37 39 38.40587  126 43 00.59377       39.307        0.802        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:51.000000  9/17/2015   37 39 38.40584  126 43 00.59378       39.306        0.803        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:52.000000  9/17/2015   37 39 38.40856  126 43 00.58894       39.299        0.804        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:53.000000  9/17/2015   37 39 38.42776  126 43 00.55599       39.268        0.804        0.918     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:54.000000  9/17/2015   37 39 38.47172  126 43 00.47619       39.209        0.807        0.919     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:55.000000  9/17/2015   37 39 38.54170  126 43 00.33752       39.178        0.796        0.897     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:56.000000  9/17/2015   37 39 38.63366  126 43 00.14504       39.127        0.741        0.858     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:57.000000  9/17/2015   37 39 38.74608  126 42 59.90625       39.117        0.743        0.844     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:58.000000  9/17/2015   37 39 38.88442  126 42 59.63293       39.072        0.693        0.809     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:26:59.000000  9/17/2015   37 39 39.05241  126 42 59.31603       39.042        0.717        0.806     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:00.000000  9/17/2015   37 39 39.24413  126 42 58.95621       38.988        0.686        0.782     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:01.000000  9/17/2015   37 39 39.45520  126 42 58.55294       38.924        0.647        0.762     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:02.000000  9/17/2015   37 39 39.68694  126 42 58.11039       38.766        0.687        0.776     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:03.000000  9/17/2015   37 39 39.94012  126 42 57.63583       38.669        0.635        0.752     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:04.000000  9/17/2015   37 39 40.21016  126 42 57.13552       38.576        0.629        0.748     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:05.000000  9/17/2015   37 39 40.49698  126 42 56.60903       38.470        0.626        0.746     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:06.000000  9/17/2015   37 39 40.79918  126 42 56.05443       38.362        0.621        0.743     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:07.000000  9/17/2015   37 39 41.11468  126 42 55.46616       38.333        0.617        0.742     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:08.000000  9/17/2015   37 39 41.43854  126 42 54.84716       38.260        0.662        0.762     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:09.000000  9/17/2015   37 39 41.77038  126 42 54.20433       38.197        0.613        0.742     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:10.000000  9/17/2015   37 39 42.10662  126 42 53.54222       38.186        0.611        0.742     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:11.000000  9/17/2015   37 39 42.44839  126 42 52.86434       38.183        0.657        0.764     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:12.000000  9/17/2015   37 39 42.79502  126 42 52.17537       38.175        0.609        0.746     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:13.000000  9/17/2015   37 39 43.14245  126 42 51.47930       38.216        0.655        0.767     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:14.000000  9/17/2015   37 39 43.48937  126 42 50.77697       38.143        0.607        0.750     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:15.000000  9/17/2015   37 39 43.83481  126 42 50.06778       38.032        0.609        0.754     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:16.000000  9/17/2015   37 39 44.17273  126 42 49.36186       37.983        0.592        0.727     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:17.000000  9/17/2015   37 39 44.50393  126 42 48.65128       38.052        0.606        0.708     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:18.000000  9/17/2015   37 39 44.83198  126 42 47.94070       38.087        0.577        0.676     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:19.000000  9/17/2015   37 39 45.15077  126 42 47.23749       38.122        0.578        0.680     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:20.000000  9/17/2015   37 39 45.46522  126 42 46.53460       38.167        0.596        0.691     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:21.000000  9/17/2015   37 39 45.77638  126 42 45.83318       38.245        0.583        0.689     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:22.000000  9/17/2015   37 39 46.08254  126 42 45.13095       38.281        0.585        0.693     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:23.000000  9/17/2015   37 39 46.39001  126 42 44.42327       38.332        0.620        0.713     0.000     0.000     0.000 53     0.00000    0.00000    0.00000
 8:27:24.000000  9/17/2015   37 39 46.69908  126 42 43.70557       38.294        0.580        0.693     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:25.000000  9/17/2015   37 39 47.01084  126 42 42.98369       37.959        0.594        0.702     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:26.000000  9/17/2015   37 39 47.31535  126 42 42.26850       37.742        0.622        0.707     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:27:27.000000  9/17/2015   37 39 47.61246  126 42 41.55709       37.588        0.646        0.704     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
