
Project:     150917_paju_1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (HMS)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

        GPSTime       Date         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
          (HMS)      (MDY)       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 8:32:09.000000  9/17/2015   37 42 18.58718  126 40 58.57864       34.199        0.521        0.492     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:10.000000  9/17/2015   37 42 19.39426  126 40 58.57012       34.201        0.488        0.474     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:11.000000  9/17/2015   37 42 20.20229  126 40 58.56524       34.204        0.547        0.506     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:12.000000  9/17/2015   37 42 21.01142  126 40 58.56802       34.193        0.494        0.479     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:13.000000  9/17/2015   37 42 21.82203  126 40 58.58140       34.214        0.505        0.484     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:14.000000  9/17/2015   37 42 22.63551  126 40 58.60454       34.227        0.514        0.488     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:15.000000  9/17/2015   37 42 23.45105  126 40 58.63608       34.225        0.548        0.504     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:16.000000  9/17/2015   37 42 24.26887  126 40 58.67966       34.218        0.600        0.530     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:17.000000  9/17/2015   37 42 25.08590  126 40 58.73838       34.220        0.621        0.536     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:18.000000  9/17/2015   37 42 25.90064  126 40 58.80598       34.211        0.608        0.524     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:19.000000  9/17/2015   37 42 26.71487  126 40 58.88106       34.207        0.605        0.520     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:20.000000  9/17/2015   37 42 27.52851  126 40 58.96247       34.217        0.611        0.524     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:21.000000  9/17/2015   37 42 28.33966  126 40 59.05147       34.214        0.641        0.546     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:22.000000  9/17/2015   37 42 29.14999  126 40 59.15094       34.228        0.606        0.530     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:23.000000  9/17/2015   37 42 29.96050  126 40 59.26102       34.250        0.601        0.531     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:24.000000  9/17/2015   37 42 30.77002  126 40 59.38053       34.247        0.623        0.549     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:25.000000  9/17/2015   37 42 31.57821  126 40 59.50642       34.236        0.615        0.549     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:26.000000  9/17/2015   37 42 32.38827  126 40 59.64286       34.222        0.580        0.531     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:27.000000  9/17/2015   37 42 33.19793  126 40 59.79053       34.240        0.586        0.538     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:28.000000  9/17/2015   37 42 34.00520  126 40 59.95017       34.248        0.579        0.537     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:29.000000  9/17/2015   37 42 34.81123  126 41 00.11742       34.216        0.566        0.530     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:30.000000  9/17/2015   37 42 35.61494  126 41 00.29302       34.216        0.624        0.563     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:31.000000  9/17/2015   37 42 36.41571  126 41 00.47715       34.201        0.549        0.527     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:32.000000  9/17/2015   37 42 37.21398  126 41 00.67107       34.241        0.574        0.540     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:33.000000  9/17/2015   37 42 38.00994  126 41 00.87423       34.230        0.548        0.526     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:34.000000  9/17/2015   37 42 38.80337  126 41 01.08797       34.230        0.578        0.548     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:35.000000  9/17/2015   37 42 39.59734  126 41 01.31144       34.183        0.550        0.532     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:36.000000  9/17/2015   37 42 40.39166  126 41 01.54432       34.167        0.542        0.527     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:37.000000  9/17/2015   37 42 41.18125  126 41 01.78246       34.151        0.591        0.559     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:38.000000  9/17/2015   37 42 41.96311  126 41 02.02842       34.124        0.541        0.532     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:39.000000  9/17/2015   37 42 42.74289  126 41 02.28561       34.120        0.589        0.556     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:40.000000  9/17/2015   37 42 43.51173  126 41 02.54992       34.083        0.523        0.525     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:41.000000  9/17/2015   37 42 44.27141  126 41 02.82289       34.081        0.547        0.530     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:42.000000  9/17/2015   37 42 45.02296  126 41 03.09945       34.066        0.499        0.501     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:43.000000  9/17/2015   37 42 45.76597  126 41 03.37722       34.048        0.528        0.514     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:44.000000  9/17/2015   37 42 46.49578  126 41 03.65698       34.015        0.500        0.496     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:45.000000  9/17/2015   37 42 47.21956  126 41 03.93704       33.983        0.493        0.489     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:46.000000  9/17/2015   37 42 47.93821  126 41 04.21580       33.999        0.465        0.473     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:47.000000  9/17/2015   37 42 48.65611  126 41 04.49712       34.005        0.458        0.467     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:48.000000  9/17/2015   37 42 49.37653  126 41 04.77946       34.008        0.453        0.462     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:49.000000  9/17/2015   37 42 50.09999  126 41 05.06174       33.989        0.448        0.458     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:50.000000  9/17/2015   37 42 50.82401  126 41 05.34357       33.960        0.486        0.476     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:51.000000  9/17/2015   37 42 51.54661  126 41 05.62503       33.987        0.440        0.451     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:52.000000  9/17/2015   37 42 52.26835  126 41 05.90761       33.973        0.459        0.459     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:53.000000  9/17/2015   37 42 52.99078  126 41 06.18820       33.960        0.433        0.445     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:54.000000  9/17/2015   37 42 53.71230  126 41 06.46916       33.937        0.432        0.443     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:55.000000  9/17/2015   37 42 54.43295  126 41 06.74736       33.948        0.494        0.473     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:56.000000  9/17/2015   37 42 55.15097  126 41 07.02640       33.935        0.427        0.440     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:57.000000  9/17/2015   37 42 55.86361  126 41 07.30685       33.920        0.493        0.471     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:58.000000  9/17/2015   37 42 56.57202  126 41 07.58548       33.885        0.512        0.481     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:32:59.000000  9/17/2015   37 42 57.27627  126 41 07.86321       33.890        0.426        0.438     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:00.000000  9/17/2015   37 42 57.97931  126 41 08.13541       33.882        0.454        0.452     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:01.000000  9/17/2015   37 42 58.68336  126 41 08.40642       33.887        0.436        0.444     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:02.000000  9/17/2015   37 42 59.38610  126 41 08.67533       33.860        0.439        0.447     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:03.000000  9/17/2015   37 43 00.08873  126 41 08.94130       33.845        0.509        0.483     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:04.000000  9/17/2015   37 43 00.79181  126 41 09.20756       33.835        0.455        0.456     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:05.000000  9/17/2015   37 43 01.49455  126 41 09.47603       33.836        0.487        0.471     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:06.000000  9/17/2015   37 43 02.19907  126 41 09.74582       33.831        0.520        0.487     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:07.000000  9/17/2015   37 43 02.90470  126 41 10.01450       33.819        0.498        0.471     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:08.000000  9/17/2015   37 43 03.61085  126 41 10.28261       33.808        0.520        0.477     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:09.000000  9/17/2015   37 43 04.31669  126 41 10.54877       33.796        0.561        0.494     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:10.000000  9/17/2015   37 43 05.01828  126 41 10.81476       33.814        0.598        0.510     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:11.000000  9/17/2015   37 43 05.70761  126 41 11.07647       33.799        0.597        0.506     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:12.000000  9/17/2015   37 43 06.38646  126 41 11.33528       33.802        0.605        0.511     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:13.000000  9/17/2015   37 43 07.06052  126 41 11.59084       33.767        0.646        0.536     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:14.000000  9/17/2015   37 43 07.72951  126 41 11.84360       33.781        0.593        0.512     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:15.000000  9/17/2015   37 43 08.39103  126 41 12.09245       33.744        0.617        0.535     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:16.000000  9/17/2015   37 43 09.04924  126 41 12.34285       33.680        0.596        0.521     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:17.000000  9/17/2015   37 43 09.70355  126 41 12.59102       33.672        0.579        0.522     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:18.000000  9/17/2015   37 43 10.35389  126 41 12.83527       33.671        0.606        0.542     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:19.000000  9/17/2015   37 43 11.00550  126 41 13.08041       33.661        0.547        0.509     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:20.000000  9/17/2015   37 43 11.65723  126 41 13.32463       33.622        0.587        0.536     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:21.000000  9/17/2015   37 43 12.30841  126 41 13.57166       33.567        0.517        0.500     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:22.000000  9/17/2015   37 43 12.95901  126 41 13.82262       33.550        0.510        0.495     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:23.000000  9/17/2015   37 43 13.60779  126 41 14.07104       33.620        0.503        0.495     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:24.000000  9/17/2015   37 43 14.25055  126 41 14.31583       33.599        0.491        0.489     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:25.000000  9/17/2015   37 43 14.87977  126 41 14.55779       33.611        0.485        0.483     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:26.000000  9/17/2015   37 43 15.48159  126 41 14.79442       33.550        0.480        0.484     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:27.000000  9/17/2015   37 43 16.04947  126 41 15.02869       33.569        0.512        0.498     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:28.000000  9/17/2015   37 43 16.57909  126 41 15.25774       33.532        0.465        0.472     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:29.000000  9/17/2015   37 43 17.08309  126 41 15.48146       33.542        0.523        0.502     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:30.000000  9/17/2015   37 43 17.57820  126 41 15.70269       33.507        0.534        0.506     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:31.000000  9/17/2015   37 43 18.06174  126 41 15.91314       33.488        0.446        0.456     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:32.000000  9/17/2015   37 43 18.53096  126 41 16.11736       33.492        0.524        0.495     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:33.000000  9/17/2015   37 43 18.99268  126 41 16.31938       33.468        0.519        0.490     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:34.000000  9/17/2015   37 43 19.45173  126 41 16.52022       33.429        0.452        0.452     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:35.000000  9/17/2015   37 43 19.91232  126 41 16.71799       33.400        0.449        0.449     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:36.000000  9/17/2015   37 43 20.37576  126 41 16.91277       33.412        0.507        0.478     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:37.000000  9/17/2015   37 43 20.84357  126 41 17.10239       33.418        0.503        0.472     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:38.000000  9/17/2015   37 43 21.31865  126 41 17.29246       33.428        0.501        0.469     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:39.000000  9/17/2015   37 43 21.80097  126 41 17.48554       33.479        0.498        0.467     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:40.000000  9/17/2015   37 43 22.29112  126 41 17.67974       33.512        0.494        0.463     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:41.000000  9/17/2015   37 43 22.78627  126 41 17.88801       33.532        0.493        0.460     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:42.000000  9/17/2015   37 43 23.27985  126 41 18.11852       33.598        0.491        0.459     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:43.000000  9/17/2015   37 43 23.76821  126 41 18.38166       33.620        0.487        0.455     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:44.000000  9/17/2015   37 43 24.24659  126 41 18.67453       33.676        0.487        0.452     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:45.000000  9/17/2015   37 43 24.71126  126 41 19.00410       33.663        0.443        0.430     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:46.000000  9/17/2015   37 43 25.16431  126 41 19.37408       33.616        0.392        0.402     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:47.000000  9/17/2015   37 43 25.60565  126 41 19.78585       33.517        0.416        0.412     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
 8:33:48.000000  9/17/2015   37 43 26.03392  126 41 20.23718       33.588        0.440        0.424     0.000     0.000     0.000 52     0.00000    0.00000    0.00000
